# gamma_opt, delta_opt, emax_opt, maxL
-0.4687374386382377 0.19979027652291592 0.900872274462073 -341916.1708104627
-0.47118690142183595 0.20026171185249617 0.9012630800990502 -341916.12805408624
-0.47190951744647536 0.20031072687624646 0.901457000842757 -341916.082417478
-0.47398267380845727 0.2005783444700608 0.9022667025567377 -341916.0211411848
-0.4739806638756208 0.2005344359450671 0.9027873488440483 -341915.9544425378
-0.4781972501891501 0.20130849467948397 0.9030679880490559 -341915.8896330497
-0.47768472888936087 0.2008839807263147 0.9036357796120983 -341915.8395349
-0.47768472888936087 0.2008839807263147 0.9036357796120983 -341915.7940408519
-0.4800252260733906 0.20095108595984634 0.9035495330663889 -341915.74770939525
-0.4836201296914242 0.2020068373660417 0.9044126131761272 -341915.7084016397
-0.4821517676069995 0.20135472654339914 0.9046426173834086 -341915.65575646434
-0.4805754457007623 0.2006622490159763 0.9049925442973438 -341915.5873171365
-0.4829350041231062 0.20089243588147981 0.9056629500507021 -341915.5229948059
-0.4891350871880487 0.20222660339788523 0.9060333849930426 -341915.4796783764
-0.48913510770037527 0.20222660431422884 0.9060333753401986 -341915.4082902343
-0.48913510770037527 0.20222660431422884 0.9060333753401986 -341915.4082902343
