# ['gamma', 'delta', 'b_0', 'b_1', 'muM', 'sigmaM'], ['D0', 'B', 'C', 'mu', 'sigma', 'a_01', 'a_11', 'a_21', 'c_01', 'c_11', 'd_11', 'L']
-1.3648946825576096 0.3744247530870335 0.1863815707298431 0.9999999988092669 3353.4604360743097 1.6171369199406458 86.20611676993423 0.003138599118070954 0.7522565580940274 209.84669036141636 0.8909789954836784 -0.546707530020405 -0.004293255429074567 2.310957838102936e-06 -0.0251352143525683 0.0012842071564782166 0.05964759330827389 -0.07252627226524944
-1.3707237106323191 0.3822612798794407 0.19767606484453545 0.9999998982539808 2951.9410650376817 1.5352692077053671 85.67557955212345 0.0029157029052392595 0.7047856680485056 218.86599680315965 0.9203773314574364 -0.5728928080218805 -0.0030916728949790147 7.005719402111632e-07 -0.1223744079111011 0.0012010413167421034 0.08332151944492605 -0.0795071657605329
-1.3162693474137928 0.3674743484691755 0.19124145923199226 1.0 3343.5554817136017 1.6256606470713992 85.20405143764017 0.003170376836416226 0.7548709667827702 215.8097933649068 0.8779026109899877 -0.5366722348787712 -0.003787332825111741 8.542756225489128e-07 -0.05181365519692625 0.0012545385882806277 0.06769702732826578 -0.08362042113155871
-1.336045088535307 0.375091034536414 0.20352613397471198 0.9999999999617952 2948.7942451892905 1.5128082247096621 82.16136795674748 0.0031950838227539687 0.7116307070353265 221.2274369593611 0.8603224324744352 -0.5316451029827385 -0.003656369632120974 1.2063557312377084e-06 -0.15570784044111463 0.0011886072457060965 0.09042065014525555 -0.1040118369988926
-1.3441245426544766 0.37698190808966836 0.1829540262133178 0.9999999613854985 3636.776720075816 1.700433045752836 82.14627395406654 0.0032324848580950376 0.759935630024271 219.23674173413792 0.8552084062468939 -0.4629566746250814 -0.00423829014519393 2.1724347672519688e-06 -0.07731809187855815 0.001271840718859326 0.07331474487392062 -0.09816177847060271
-1.3439702314092377 0.3763868012719041 0.19083978799459628 0.9999999999755906 3635.6090084251937 1.6709657003040395 82.60941458456404 0.0033134279579963856 0.7585986262406114 216.81121387271713 0.842679906626168 -0.5703990027118884 -0.0038554653347820248 2.198766945722001e-06 -0.15953751457398752 0.0008842362894732813 0.10201704538324968 -0.09936200276122457
-1.3353908154755083 0.37235950466958956 0.2010260968078533 0.9999999999862259 3275.158324154613 1.5860259677425983 84.46584432174487 0.003049825933227528 0.7215301525406563 219.07316136575366 0.8913508969804624 -0.5276351331550824 -0.003703548915893272 1.7366069942615026e-06 -0.12778391569454636 0.0010342354659403164 0.08843401163483304 -0.08854671479139332
-1.3673320549409873 0.383593467084237 0.19095693508270575 0.9999999999728345 3194.113942581421 1.602706757076988 83.18862125791208 0.0031848302528284553 0.7404295986690582 218.4559129823013 0.8601351497472502 -0.5764488206144132 -0.0034851460243116965 1.6552449321565833e-06 -0.14803346128563438 0.0010729642279668395 0.09566586913322653 -0.09535964992704762
-1.317855459744051 0.364837339458129 0.18328666920401038 0.9999999999128224 3363.5773850430146 1.6528369823986329 83.84157999867696 0.003031179015212936 0.7535405832756421 221.48602159677387 0.8942089240976738 -0.4995764213097106 -0.004101394441339306 1.7518509722304338e-06 -0.12907075149091868 0.0009889179841685524 0.09066625632251318 -0.08534422599771534
-1.3665077185651775 0.3809553422797527 0.20251511724279203 0.99999999996246 2935.417417702596 1.5083944644680032 86.1900297663081 0.003107149817244516 0.709355601915227 216.08358529961015 0.8801469048547857 -0.5072021122689334 -0.004386102383862789 2.5627293093403746e-06 -0.113051261595532 0.001439066796762947 0.07085724535661267 -0.08354148240533471
-1.3349825581269177 0.3670696162242634 0.18974183199584327 0.9999999985394967 3023.7101790877405 1.5629406699126371 84.69753418564939 0.0031068672525044233 0.7397126393407392 217.36730223653467 0.883832474340108 -0.5523746511801951 -0.004122780815902394 2.557006784727644e-06 -0.14264264790506986 0.001187334487725821 0.08987839743186217 -0.08300973228384673
-1.3563593056736925 0.37679692081061117 0.18602878380388288 0.9999999999714381 3798.658961497552 1.7011590102647454 82.03815948197561 0.003322282508307655 0.7598438810699784 212.12603435376303 0.8501878154510987 -0.5710252653583525 -0.0036513974115511914 1.453317113185263e-06 -0.11272747117359871 0.0012504529445127954 0.08093360748653813 -0.09806483821875905
-1.3207743202492637 0.3639971342075631 0.18807311665774357 1.0 3266.507645870971 1.6195139034771708 81.93617592443145 0.003242725128273822 0.7621563884566693 217.2450873409951 0.8602611937556819 -0.5776002477066776 -0.003322167605083602 1.211205473265501e-06 -0.002670012866136542 0.001520503668946078 0.04865998500077547 -0.09740339283610708
-1.37570083604342 0.3836419160774196 0.1911613103411418 0.9999999999363773 3216.4254769987774 1.5922642524073622 81.93791349273945 0.0032072786274444176 0.7433511919593375 221.30156463562759 0.8569622740336982 -0.5108410595574829 -0.0038070844453806218 1.4561842820437972e-06 -0.06705607623834267 0.0012261420692753803 0.06894962716754843 -0.09952648192373431
-1.3362412149158842 0.37204953582978084 0.19118970099156818 0.9999999999061993 3204.6421108393024 1.5901768352936236 81.80405291988377 0.003178293237690327 0.7369675582709111 221.79182689022196 0.8613215588511182 -0.545159547298302 -0.004067567172424263 2.1135235264555845e-06 -0.1044939128156846 0.001190151587593114 0.08117652339255939 -0.10023706921308864
-1.3774691182386578 0.38381422540639476 0.19173136456019582 0.9999999999998597 3118.529039205652 1.5730177216992005 84.2512810455178 0.0030798730157846664 0.7291122732399852 216.6023094948008 0.8917839182690941 -0.629357955288691 -0.003379973509768162 1.1933070519126712e-06 -0.03613966108863263 0.0014070510418696255 0.058651897105814824 -0.08753105477221931
-1.3635253838833894 0.3821979836012509 0.18682098246767484 0.9999999999715996 2924.6237182541345 1.5528357986710168 82.89266213978595 0.0031170667039228505 0.7451764204708827 223.0957595523172 0.8770350012833273 -0.5390835890986645 -0.0036216306842967436 1.742225826827729e-06 -0.17340254574623834 0.001051735916622265 0.09672941845173078 -0.09139075002652103
-1.3693706753811765 0.3818641239921153 0.19105066693717004 1.0 3230.9381553427243 1.6000789064305607 82.4053160067528 0.0031445236546506217 0.7394821369779736 218.36108933818502 0.8769730411818277 -0.5700435268309272 -0.003415474784334841 1.5882888630251269e-06 -0.051574251392085296 0.0013336736918563782 0.06393761414824974 -0.09501591499929733
-1.336995881528312 0.3686636970475271 0.20172889166841007 0.9999999999893878 3258.940812360874 1.5723077497116977 81.38509298552727 0.0033181646402350258 0.7357827979961413 217.22573346596374 0.8401072502171115 -0.6088954754333484 -0.0030105478569986536 5.517923594541657e-07 -0.12483690003725154 0.0010438682943813254 0.08774891815547786 -0.10673152046142965
